USERID,gender,date,noMeals,mealNo,Time,mealType,Where,noPeople,Who,Who2,Who3,AmoFo,Mood,Stress,Serving Weight Grams,Calories,Fat (g),Saturated Fat (g),Sodium (mg),Total Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Vitamin A (%DV)
13,1,4/28/2022,3,m1,1:00:00 PM,3,3,2,1,0,0,1,3,1,1115,812.72,33.4251,4.9208,152.52,114.8467,45.85,18.5793,32.6083,428.5
13,1,4/28/2022,3,m2,3:15:00 PM,4,3,9,3,0,0,3,4,0,193.33,302.1247,15.2506,2.2762,236.3555,39.3219,4.7775,9.6738,5.7629,58.8
13,1,4/28/2022,3,m3,11:45:00 PM,5,1,0,0,0,0,1,4,1,440.4,1054.62,53.1718,15.0366,1577.3,110.9462,16.178,14.3268,38.3546,0.6
13,1,4/30/2022,1,m1,12:00:00 AM,6,1,0,0,0,0,3,4,1,1119.05,1343.04,38.9232,6.0779,3185.616,202.9259,18.059,48.3253,49.9871,131.3
13,1,5/1/2022,2,m1,12:00:00 PM,3,1,0,0,0,0,2,4,1,1939.85,1598.38,22.0251,4.3618,3534.356,297.8726,49.851,114.469,67.5093,792.3
13,1,5/1/2022,2,m2,8:00:00 PM,5,6,1,3,0,0,3,0,0,0,60,0,0,20,16,0,16,0,0
14,1,4/6/2022,2,m1,12:14:00 PM,3,1,0,0,0,0,1,4,0,577.58,829.994,23.0875,8.6017,166.9633,106.6484,5.914,4.0639,45.4016,110.5
14,1,4/6/2022,2,m2,4:28:00 PM,4,1,0,0,0,0,1,4,6,415,637.4,16.244,1.8393,523.72,89.688,3.744,50.748,35.104,15
14,1,4/7/2022,3,m1,12:36:00 AM,3,1,1,1,0,0,1,4,0,554.5,777.62,54.8602,16.4427,1816.89,24.3793,4.292,8.9003,48.0832,20
14,1,4/7/2022,3,m2,1:38:00 PM,4,8,0,0,0,0,1,4,0,43,590,22,6.5,610,57,3,28,41,0
14,1,4/7/2022,3,m3,8:36:00 PM,5,1,3,2,0,0,1,4,0,0,770,27,10,1320,91,0,0,40,0
14,1,4/8/2022,3,m1,12:08:00 PM,3,1,0,0,0,0,1,4,0,1576.5,634.05,12.3318,3.0913,3481.185,93.3815,3.474,3.0593,33.1877,0
14,1,4/8/2022,3,m2,1:15:00 PM,4,4,1,1,0,0,1,4,0,347.2,456.656,5,0.5,181.664,104.7056,0,49,2,0
14,1,4/8/2022,3,m3,8:03:00 PM,5,1,0,0,0,0,1,4,2,2305.5,874.05,18.3318,4.5913,5221.185,123.3815,4.974,4.5593,48.1877,0
14,1,4/9/2022,4,m1,10:46:00 AM,1,8,0,0,0,0,1,3,0,298,770,39,15,1760,72,6,7,34,25
14,1,4/9/2022,4,m2,3:01:00 PM,4,8,0,0,0,0,1,3,3,0,260,11,3.5,175,34,0,21,8,6
14,1,4/9/2022,4,m3,6:35:00 PM,5,1,0,0,0,0,1,3,5,1616,685.4,12.4424,3.1217,3481.58,104.5087,3.632,3.0791,34.2503,0
14,1,4/9/2022,4,m4,8:30:00 PM,4,8,0,0,0,0,1,3,6,31.2,120,0,0,0,30,0,22,0,0
14,1,4/10/2022,2,m1,4:11:00 PM,4,1,0,0,0,0,1,4,0,790.98,927.4436,29.3676,15.9974,1876.908,142.609,5.7674,27.8596,24.8906,24
14,1,4/10/2022,2,m2,8:30:00 PM,5,1,0,0,0,0,1,4,0,221.89,380.3938,14.6838,7.9987,917.6222,49.9517,2.8837,13.9298,12.4453,12
14,1,4/11/2022,3,m1,10:03:00 AM,1,8,0,0,0,0,1,4,2,241,820,31,12.5,1605,101,5,48,33,4
14,1,4/11/2022,3,m2,4:10:00 PM,4,1,1,1,0,0,1,4,0,0,780,30,11.5,1725,81,3,34,45,32
14,1,4/11/2022,3,m3,8:51:00 PM,5,1,3,2,0,0,1,4,4,464,1135.72,42.6981,13.6238,760.84,93.7629,7.948,4.1185,73.5423,10
14,1,4/12/2022,3,m1,12:46:00 PM,3,1,0,0,0,0,1,4,0,355,838.81,40.2673,7.9706,1084.235,56.5,1.5,49,59.5835,5.2
14,1,4/12/2022,3,m2,3:00:00 PM,4,1,0,0,0,0,1,4,0,250,638.8122,22.802,13.4556,598.663,102.1482,4.3946,48.7076,9.7596,16
14,1,4/12/2022,3,m3,8:45:00 PM,5,1,3,2,0,0,1,4,3,694,702.14,22.246,9.5344,921.15,95.7847,30.476,11.2349,38.0824,20
14,1,4/13/2022,4,m1,11:50:00 AM,3,1,0,0,0,0,1,4,0,727,789.5,38.1946,9.0655,1862.97,77.7657,36.792,10.4211,60.4808,42
14,1,4/13/2022,4,m2,3:50:00 PM,4,1,0,0,0,0,1,4,0,125,319.4061,11.401,6.7278,299.3315,51.0741,2.1973,24.3538,4.8798,8
14,1,4/13/2022,4,m3,9:11:00 PM,5,1,4,2,0,0,1,4,0,214,400,18,8,1430,78,60,0,34,0
14,1,4/13/2022,4,m4,11:37:00 PM,6,1,3,1,0,0,1,4,0,156,297.08,17.3368,6.3226,671.66,31.365,7.408,0.6532,11.437,6.8
14,1,4/14/2022,4,m1,10:09:00 AM,1,8,0,0,0,0,1,4,0,241,540,23,8,1520,64,4,21,20,2
14,1,4/14/2022,4,m2,1:30:00 PM,4,1,0,0,0,0,1,4,0,250,768.8122,27.802,13.9556,698.663,122.1482,4.3946,55.7076,11.7596,16
14,1,4/14/2022,4,m3,8:40:00 PM,5,1,4,1,0,0,1,4,0,261,597.69,34.7913,8.5818,730.8,20.9844,1.827,0,47.2149,1.5
14,1,4/14/2022,4,m4,9:36:00 PM,6,1,0,0,0,0,1,4,0,258.03,331.8258,9.1656,2.1967,563.4948,51.4735,4.0413,3.1299,10.1901,47.4
14,1,4/15/2022,3,m1,12:45:00 PM,3,1,0,0,0,0,1,4,0,581,851.82,29.2304,8.3706,1355.2,124.722,10.92,53.6738,27.0066,14
14,1,4/15/2022,3,m2,7:20:00 PM,4,1,0,0,0,0,1,4,0,568,988.32,51.3472,15.2904,2686.64,89.46,13.632,2.6128,41.748,27
14,1,4/15/2022,3,m3,8:50:00 PM,5,1,0,0,0,0,1,4,0,0,190,7.5,0.75,150,29,0,10.5,2.5,0
14,1,4/16/2022,3,m1,12:10:00 PM,3,8,0,0,0,0,1,4,0,532.75,645.84,22.9243,7.7478,1055.927,73.9997,6.468,16.8926,35.6767,196.4
14,1,4/16/2022,3,m2,4:20:00 PM,4,1,0,0,0,0,1,4,0,279,890.04,30.7788,15.7644,692.36,98.9024,9.136,66.8628,56.5724,3
14,1,4/16/2022,3,m3,8:30:00 PM,5,1,0,0,0,0,1,4,0,717.14,521.1506,13.6269,3.7935,1476.72,59.1258,5.9011,6.0984,37.6997,154.7
14,1,4/17/2022,3,m1,12:20:00 PM,3,1,1,1,0,0,1,4,0,582,662.9,17.197,5.6046,910,94.34,11.52,35.155,36.236,60
14,1,4/17/2022,3,m2,6:23:00 PM,4,1,0,0,0,0,1,4,0,508,751.18,38.2098,13.053,1377.66,44.135,4.788,11.1082,54.751,33.8
14,1,4/17/2022,3,m3,8:20:00 PM,5,1,0,0,0,0,1,4,0,0,190,7.5,0.75,150,29,0,10.5,2.5,0
14,1,4/18/2022,3,m1,10:07:00 AM,1,8,0,0,0,0,1,4,1,241,820,31,12.5,1605,101,5,48,33,4
14,1,4/18/2022,3,m2,1:46:00 PM,4,1,0,0,0,0,1,4,0,371,640,14,1.5,940,97,2,16,27,0
14,1,4/18/2022,3,m3,7:27:00 PM,5,1,0,0,0,0,1,4,0,477.75,605.4,27.3667,7.3183,1528.517,54.2863,40.8668,2.8317,61.005,1.5
14,1,4/19/2022,3,m1,1:48:00 PM,3,1,0,0,0,0,1,4,1,241,820,31,12.5,1605,101,5,48,33,4
14,1,4/19/2022,3,m2,5:28:00 PM,4,1,0,0,0,0,1,4,2,283,768.4,19.432,10.6656,552,106.76,8.52,59.6,47.896,44
14,1,4/19/2022,3,m3,9:20:00 PM,5,1,0,0,0,0,1,4,4,684,637.54,17.1884,8.6561,452.73,81.2933,14.108,11.3139,33.3326,20
14,1,4/20/2022,3,m1,12:15:00 PM,3,1,0,0,0,0,1,4,0,639,789.5,49.4446,12.3155,1532.97,40.7657,4.792,12.4211,45.4808,42
14,1,4/20/2022,3,m2,1:45:00 PM,4,8,0,0,0,0,1,4,0,73,767.6,31.416,13.4273,733.3,71.608,3.6,42.87,49.53,0
14,1,4/20/2022,3,m3,8:30:00 PM,5,1,3,1,0,0,1,4,0,584,625.09,5.9713,1.7552,336.35,108.1336,6.134,4.7469,30.0499,157.3
14,1,4/21/2022,3,m1,10:01:00 AM,1,8,0,0,0,0,3,4,0,241,540,23,8,1520,64,4,21,20,2
14,1,4/21/2022,3,m2,3:45:00 PM,4,1,0,0,0,0,1,4,0,780,800,10.5,1.5,1170,131,2,46,40,0
14,1,4/21/2022,3,m3,8:16:00 PM,5,1,2,2,0,0,1,4,0,433.33,668,23.01,8.125999,847,85.22,0,39.37,32.56,11
14,1,4/22/2022,3,m1,12:32:00 PM,3,1,0,0,0,0,1,4,0,642,826.28,27.7148,7.8066,1082.6,99.259,9.612,15.6378,48.49,16.7
14,1,4/22/2022,3,m2,6:50:00 PM,5,1,1,1,0,0,1,4,2,0,385,13.5,5,660,45.5,0,0,20,0
14,1,4/22/2022,3,m3,10:31:00 PM,6,1,0,0,0,0,1,4,0,168,490,23,3,400,66,6,0,7,0
14,1,4/23/2022,3,m1,12:35:00 PM,3,1,0,0,0,0,1,4,0,525.25,739.0425,49.4115,12.3157,1535.885,30.1426,3.0855,8.7084,43.9229,42.1
14,1,4/23/2022,3,m2,4:54:00 PM,4,1,0,0,0,0,1,4,0,43,590,24,14.25,627.5,39.5,3,33.5,51,0
14,1,4/23/2022,3,m3,9:45:00 PM,5,10,3,2,0,0,1,4,0,525.11,611.7889,17.9424,5.3717,211.58,67.842,3.7431,3.1902,42.3614,0
14,1,4/24/2022,3,m1,11:33:00 AM,1,1,1,1,0,0,1,4,0,543,619.71,33.5801,8.359799,308.86,47.5848,5.94,8.2396,31.1668,42.3
14,1,4/24/2022,3,m2,3:40:00 PM,4,6,4,3,0,0,1,4,0,452.9,385.5433,27.2727,13.0855,653.2026,25.6894,0,15.9967,11.7692,5.4
14,1,4/24/2022,3,m3,8:05:00 PM,5,1,0,0,0,0,1,4,5,520.5,602.93,14.877,4.2941,902.215,75.9911,17.946,6.7357,49.7001,5.4
14,1,4/25/2022,4,m1,12:00:00 PM,3,1,0,0,0,0,1,3,0,461.5,786.6,57.9668,15.7732,1314.07,47.6452,35.9672,3.3268,43.52,5.9
14,1,4/25/2022,4,m2,2:25:00 PM,4,8,0,0,0,0,1,3,0,43,620,24,11,640,52,3,33,48,0
14,1,4/25/2022,4,m4,8:45:00 PM,5,1,0,0,0,0,1,3,0,1130,749.09,20.8294,10.1817,706.49,76.9076,13.095,8.8732,50.9107,102
14,1,4/26/2022,4,m1,1:30:00 PM,3,1,0,0,0,0,1,4,0,555.33,745.4867,49.3553,12.301,1531.56,30.9952,3.4673,9.5313,44.1749,42
14,1,4/26/2022,4,m2,6:21:00 PM,4,1,0,0,0,0,1,3,0,43,490,19,10.5,540,32,3,26,46,0
14,1,4/26/2022,4,m3,8:43:00 PM,5,1,2,2,0,0,1,3,0,256,650,38,14,1580,80,60,0,48,0
14,1,4/26/2022,4,m4,11:50:00 PM,6,1,0,0,0,0,1,4,0,244,689.92,39.0176,12.1305,1463.36,47.4864,2,7.0768,37.1584,0
14,1,4/27/2022,3,m1,1:10:00 PM,3,1,0,0,0,0,1,4,0,0,980,42.5,15,2240,100,3,33,51,0
14,1,4/27/2022,3,m2,6:03:00 PM,4,1,0,0,0,0,1,4,0,0,275,0,0,0,65,0,57.5,5,0
14,1,4/27/2022,3,m3,8:57:00 PM,5,1,3,2,0,0,1,4,0,1206.25,754.185,28.633,6.6658,2712.063,84.9477,8.5178,8.3566,38.9075,164.1
14,1,4/28/2022,4,m1,10:10:00 AM,1,8,0,0,0,0,1,4,0,241,820,31,12.5,1605,101,5,48,33,4
14,1,4/28/2022,4,m2,2:46:00 PM,4,1,0,0,0,0,1,4,0,43,380,7.875,2.75,420,35.5,3,29.5,40.75,0
14,1,4/28/2022,4,m3,8:30:00 PM,5,1,3,2,0,0,1,4,0,1206.25,754.185,28.633,6.6658,2712.063,84.9478,8.5178,8.3567,38.9076,164.1
14,1,4/28/2022,4,m4,9:30:00 PM,6,1,0,0,0,0,1,4,0,333.33,140,0,0,45,39,0,39,0,0
14,1,4/29/2022,3,m1,1:06:00 PM,3,1,0,0,0,0,1,4,0,655,859.71,49.5801,12.3598,1548.86,57.5848,5.94,10.2396,47.1668,42.3
14,1,4/29/2022,3,m2,2:26:00 PM,4,1,0,0,0,0,1,4,0,0,190,7.5,0.75,150,29,0,10.5,2.5,0
14,1,4/29/2022,3,m3,9:36:00 PM,5,5,1,1,0,0,1,5,0,648.56,985.9081,54.4866,23.35354,2194.365,83.7768,5.3256,4.5686,38.428,36.4
14,1,4/30/2022,3,m1,12:05:00 PM,3,1,0,0,0,0,1,4,0,220,412.2,23.726,5.2088,148,38.1,2.76,17.17,13.508,33
14,1,4/30/2022,3,m2,4:30:00 PM,4,1,1,1,0,0,1,4,0,0,780,30,11.5,1725,81,3,34,45,32
14,1,4/30/2022,3,m3,8:45:00 PM,5,10,4,2,0,0,1,4,0,749,862.875,31.1379,6.7223,1935.388,78.6426,5.5395,3.9109,50.1842,131.9
14,1,5/1/2022,3,m1,11:45:00 AM,3,1,0,0,0,0,1,4,0,376,507.32,36.6003,8.738,840.56,15.6352,2.134,7.013,28.5616,36
14,1,5/1/2022,3,m2,3:42:00 PM,4,1,0,0,0,0,1,4,0,716.2,1373.454,28.7232,14.3305,1887.086,166.5172,13.632,62.0876,110.331,8.9
14,1,5/1/2022,3,m3,10:08:00 PM,6,1,0,0,0,0,1,4,0,148.5,335.21,8.9699,4.138,272.97,59.5436,9.782,26.0457,9.8261,1.7
14,1,5/2/2022,3,m1,12:26:00 PM,3,1,0,0,0,0,1,4,0,0,980,42.5,15,2240,100,3,33,51,0
14,1,5/2/2022,3,m2,5:55:00 PM,4,1,0,0,0,0,1,4,0,402.5,421.945,2.6377,0.1649,456.91,66.58459,3.915,2.6867,32.7623,157.2
14,1,5/2/2022,3,m3,8:49:00 PM,5,1,4,2,0,0,1,4,0,0,936,38.4,0,696,126.4,20,87.2,32,0
14,1,5/3/2022,3,m1,12:45:00 PM,3,1,0,0,0,0,1,4,0,915,867.23,7.2173,0.2896,1312.5,111.9183,7.61,6.9818,90.1323,177.3
14,1,5/3/2022,3,m2,7:34:00 PM,4,8,0,0,0,0,1,4,0,508,892.9,39.56736,14.55914,2222.83,66.13356,0.632,0.70396,70.12524,0
14,1,5/3/2022,3,m3,11:05:00 PM,5,1,0,0,0,0,1,4,0,0,1086,40.9,1.5,876,149.4,20,109.2,40,0
15,1,4/14/2022,3,m1,8:50:00 AM,1,1,0,0,0,0,1,4,0,549.18,704.538,36.6933,12.108,1067.506,58.7037,1.7527,10.5653,34.0022,24.4
15,1,4/14/2022,3,m2,1:31:00 PM,3,1,1,1,0,0,1,4,0,1238.59,766.211,10.0814,1.4869,819.6556,142.2532,14.0868,32.322,28.8762,36
15,1,4/14/2022,3,m3,7:52:00 PM,5,1,0,0,0,0,1,4,0,378.48,460.2942,21.8084,8.5645,669.3923,45.0621,1.0773,15.3495,21.6042,16.3
15,1,4/15/2022,3,m1,8:51:00 AM,1,1,0,0,0,0,1,5,0,340.8,194.7125,8.736,3.0545,276.047,25.7447,1.3488,5.9268,4.3212,4.6
15,1,4/15/2022,3,m2,3:30:00 PM,3,1,1,1,0,0,2,5,0,971.35,1326.239,82.6842,29.8063,1096.6,68.8224,6.684,18.2464,74.7691,34
15,1,4/15/2022,3,m3,7:33:00 PM,5,1,0,0,0,0,1,4,0,995.6,486.48,12.6386,7.1714,121.904,92.0606,8.586,61.7864,9.927,6.4
15,1,4/16/2022,3,m1,8:58:00 AM,1,1,0,0,0,0,3,4,0,314.8,146.6264,6.552,2.2921,207.0353,19.4861,1.0116,4.4451,3.2409,3.5
15,1,4/16/2022,3,m2,1:29:00 PM,3,1,1,1,0,0,1,4,0,1884.94,1353.65,77.1616,24.082,1099.256,92.0796,11.1708,25.5044,75.8053,55
15,1,4/16/2022,3,m3,7:20:00 PM,5,1,0,0,0,0,1,4,0,519.8,362.368,15.5,7.5048,710,38.7104,0,30,19,4
15,1,4/17/2022,2,m1,8:36:00 AM,1,1,0,0,0,0,1,4,0,340.8,194.7125,8.736,3.05458,276.0471,25.74471,1.3488,5.92684,4.32124,4.6
15,1,4/17/2022,2,m2,4:28:00 PM,3,1,4,1,0,0,2,5,0,707.4,1176.123,57.05773,11.83955,1839.917,89.40422,7.235,31.39865,69.53743,13.8
15,1,4/18/2022,3,m1,8:31:00 AM,1,1,0,0,0,0,1,4,0,301.8,122.5833,5.46,1.91086,172.5294,16.35684,0.843,3.70425,2.70075,2.9
15,1,4/18/2022,3,m2,1:54:00 PM,3,1,0,0,0,0,1,4,0,808.6,436.8702,14.052,2.2404,702.1949,69.30009,12.2548,12.4205,10.8533,42
15,1,4/18/2022,3,m3,7:56:00 PM,5,1,0,0,0,0,2,4,0,925.6,1310,55.5,14.5,1763.944,158,8,75,46,0
15,1,4/19/2022,2,m1,7:38:00 AM,1,1,1,1,0,0,1,4,0,236.8,532.368,26,4.0048,1230,47.7104,1,9,27,0
15,1,4/19/2022,2,m2,5:42:00 PM,5,1,0,0,0,0,1,3,0,1337.53,884.6637,18.2377,4.9826,888.4097,119.8081,15.636,25.5785,62.6306,1060
15,1,4/20/2022,2,m1,7:54:00 AM,1,1,0,0,0,0,1,4,0,683,170.6694,7.644,2.6733,255.7492,22.6154,1.1802,5.186,3.7811,4
15,1,4/20/2022,2,m2,4:48:00 PM,3,1,0,0,0,0,1,3,0,1088.13,1362.642,53.7971,13.141,1312.117,119.4111,16.3848,23.3915,100.9844,1067.4
15,1,4/21/2022,3,m1,7:45:00 AM,1,1,0,0,0,0,1,4,0,314.8,146.6264,6.552,2.29208,207.0352,19.48613,1.0116,4.4451,3.2409,3.5
15,1,4/21/2022,3,m2,12:21:00 PM,3,1,0,0,0,0,1,4,0,237,937.98,39,12,2204.57,94.1892,2.237,31.7007,47.3081,0.8
15,1,4/21/2022,3,m3,6:42:00 PM,5,1,0,0,0,0,1,4,0,1102.1,922.29,26.723,10.6171,2949.129,102.4626,6.7085,22.50135,71.20105,106.4
15,1,4/22/2022,2,m1,9:40:00 AM,1,1,1,1,0,0,1,4,0,301.8,122.5833,5.46,1.91087,172.5294,16.35683,0.843,3.70429,2.70079,2.9
15,1,4/22/2022,2,m2,4:45:00 PM,3,1,0,0,0,0,2,4,0,1986.8,1410.751,52.9031,20.3738,3613.612,190.0525,18.6269,60.3066,41.2486,135.7
15,1,4/23/2022,3,m1,8:57:00 AM,1,1,0,0,0,0,1,4,0,386.8,336.968,15.5841,4.3869,474.64,30.1377,1.566,3.6567,17.6542,14
15,1,4/23/2022,3,m2,4:18:00 PM,3,1,0,0,0,0,1,4,0,729.95,946.2777,31.61988,13.13255,725.4293,116.2977,12.547,37.68388,51.24515,796.7
15,1,4/23/2022,3,m3,7:24:00 PM,5,1,2,2,0,0,2,4,0,1329.63,596.9527,19.478,3.8909,2169.287,76.7814,10.1575,23.3785,30.9393,495
15,1,4/24/2022,2,m1,9:31:00 AM,1,1,0,0,0,0,1,4,0,1303,247.538,8.6291,2.4416,410.538,30.3562,1.566,4.1366,11.2269,7.1
15,1,4/24/2022,2,m2,5:45:00 PM,3,1,3,1,0,0,2,4,0,1025.6,1297.956,66.2416,26.592,1228.622,92.36,2.2154,39.8183,80.5152,17.1
15,1,4/25/2022,4,m1,8:08:00 AM,1,1,0,0,0,0,1,4,0,301.8,122.5833,5.46,1.91088,172.5294,16.35682,0.843,3.70425,2.70075,2.9
15,1,4/25/2022,4,m2,1:41:00 PM,3,1,0,0,0,0,1,4,0,503.75,728.6151,35.3392,11.8081,1569.075,70.3792,7.4813,21.0935,34.6415,55.1
15,1,4/25/2022,4,m3,7:43:00 PM,5,1,0,0,0,0,1,4,0,56.68,257.9262,8.8084,1.5597,299.3923,33.3517,1.0773,14.3495,12.6042,1.3
15,1,4/25/2022,4,m4,9:22:00 PM,6,1,0,0,0,0,1,4,0,591.6,105.02,0.3894,0.1322,20.124,26.9512,3.068,14.4314,1.2862,1.5
15,1,4/26/2022,3,m1,7:51:00 AM,1,1,0,0,0,0,1,4,0,314.8,146.6264,6.552,2.2921,207.0353,19.4861,1.0116,4.4451,3.2409,3.5
15,1,4/26/2022,3,m2,3:52:00 PM,3,1,0,0,0,0,1,4,0,372.75,701.505,33.6389,11.5268,990.085,72.4572,5.4343,30.4468,29.742,2.1
15,1,4/26/2022,3,m3,7:24:00 PM,5,1,0,0,0,0,2,4,0,826.41,1198.037,46.4495,13.8861,2067.439,164.844,9.4722,48.9017,32.8378,54
15,1,4/27/2022,2,m1,8:12:00 AM,1,1,0,0,0,0,1,4,0,355.8,247.538,8.6291,2.4416,372.65,30.3562,1.566,4.1366,11.2269,7.1
15,1,4/27/2022,2,m2,3:23:00 PM,3,1,0,0,0,0,2,4,0,1472.68,1318.954,37.701,14.113,1828.356,181.3451,11.546,57.1601,62.5126,110.7
15,1,4/28/2022,2,m1,7:29:00 AM,1,1,0,0,0,0,1,4,0,355.8,247.538,8.6291,2.4416,372.65,30.3562,1.566,4.1366,11.2269,7.1
15,1,4/28/2022,2,m2,7:23:00 PM,5,1,1,1,0,0,2,4,1,888.68,926.6137,14.5622,3.2272,1433.056,142.1195,9.306,42.4077,55.1732,108.8
15,1,4/29/2022,3,m1,9:36:00 AM,1,1,0,0,0,0,3,4,0,592,0,0,0,23.68,0,0,0,0,0
15,1,4/29/2022,3,m2,11:32:00 AM,3,1,1,1,0,0,1,4,0,465.4,829.45,34.1471,13.1574,935.03,96.6954,7.564,30.983,33.9121,11
15,1,4/29/2022,3,m3,7:13:00 PM,5,1,0,0,0,0,1,4,0,595.45,1059.437,45.3427,15.1855,1706.357,124.9068,9.2225,47.8159,39.1467,135
15,1,4/30/2022,2,m1,10:17:00 AM,1,1,0,0,0,0,1,4,0,444.18,402.978,26.2854,6.0707,675.4457,16.4358,0.8557,2.2678,23.6972,18
15,1,4/30/2022,2,m2,6:46:00 PM,5,1,0,0,0,0,2,4,0,1816.95,1180.185,56.108,21.7147,2410.093,124.8367,11.3793,45.8134,46.5037,109.8
15,1,5/1/2022,2,m1,8:58:00 AM,1,1,0,0,0,0,1,4,0,182.63,586.8965,32.9976,17.0174,1857.065,42.4066,2.2946,16.6119,31.1775,13
15,1,5/1/2022,2,m2,3:40:00 PM,3,1,3,1,0,0,1,4,1,744.94,589.4369,22.8612,10.4507,196.1019,69.8174,3.178,22.6284,25.3353,3.1
15,1,5/2/2022,3,m1,8:45:00 AM,1,1,0,0,0,0,1,4,0,355.8,247.538,8.6291,2.4416,372.65,30.3562,1.566,4.1366,11.2269,7.1
15,1,5/2/2022,3,m2,2:20:00 PM,3,1,0,0,0,0,1,4,0,886.65,639.9868,31.1956,11.5281,1865.271,65.2114,2.6585,21.8329,21.2346,139
15,1,5/2/2022,3,m3,7:38:00 PM,5,1,0,0,0,0,1,4,3,1303.9,1379.5,56.374,8.0338,2307.381,166.5674,17.04,22.9372,47.3846,110
15,1,5/3/2022,2,m1,7:23:00 AM,1,1,1,1,0,0,1,4,0,353.8,293.258,16.6978,6.0367,508.45,25.6925,0,6.8479,10.0939,7.1
15,1,5/3/2022,2,m2,6:27:00 PM,5,1,0,0,0,0,2,4,0,869.15,751.7152,31.60617,14.3177,866.8379,95.1639,6.01013,45.98668,24.3097,1.7
15,1,5/4/2022,3,m1,9:26:00 AM,1,1,0,0,0,0,1,4,0,353.8,363.258,17.6978,6.5367,548.45,39.6925,0,19.8479,13.0939,7.1
15,1,5/4/2022,3,m2,4:22:00 PM,3,1,1,1,0,0,1,4,0,837.8,1271.46,27.8188,8.6509,3006.094,206.9744,10.8376,98.4906,52.1598,49
15,1,5/4/2022,3,m3,7:02:00 PM,5,1,0,0,0,0,3,4,0,792.4,290.28,17.9416,9.3956,105.496,28.1916,0.82,20.5,4.2722,1.7
15,1,5/5/2022,3,m1,7:41:00 AM,1,1,0,0,0,0,1,4,0,533.8,374.758,9.5562,1.8697,1718.81,33.5744,4.294,6.0834,39.5348,165
15,1,5/5/2022,3,m2,9:08:00 AM,2,3,16,6,0,0,1,5,0,308.9,750.8154,34.0198,11.7082,698.7134,97.0392,2.7486,51.1082,14.7376,9.6
15,1,5/5/2022,3,m3,7:29:00 PM,5,1,0,0,0,0,1,4,0,607.55,1314.885,31.3328,9.5379,3309.886,196.0155,15.2747,66.7278,67.9212,14
15,1,5/6/2022,2,m1,9:49:00 AM,1,1,0,0,0,0,1,4,0,457.03,667.8165,33.5068,17.4174,2017.377,60.0724,3.6666,28.3902,30.702,13.1
15,1,5/6/2022,2,m2,4:18:00 PM,3,1,0,0,0,0,2,4,0,825.2,993.38,38.4436,17.1018,1776.482,133.0263,16.7254,40.9894,30.3889,0.1
15,1,5/7/2022,2,m1,10:19:00 AM,1,1,0,0,0,0,1,4,0,364.4,318.95,9.1727,3.1344,430.862,46.9798,2.155,27.2706,11.1849,7.2
15,1,5/7/2022,2,m2,5:23:00 PM,5,1,0,0,0,0,2,4,0,2681.68,1156.048,28.5493,8.275001,3252.085,164.794,22.1974,55.7895,60.9325,70.9
15,1,5/8/2022,2,m1,9:38:00 AM,1,1,0,0,0,0,1,4,0,339.8,151.638,8.8398,2.4357,498.79,2.1377,0,1.2931,15.4095,7.5
15,1,5/8/2022,2,m2,5:18:00 PM,3,1,0,0,0,0,2,4,1,435,1368.333,66.6667,26,3785,145.3334,9.3334,43,47,0
15,1,5/9/2022,2,m1,9:46:00 AM,1,1,0,0,0,0,1,4,0,532.4,513.6115,28.1775,8.2565,1157.178,37.2769,2.689,25.6722,27.1634,126.1
15,1,5/9/2022,2,m2,6:03:00 PM,5,1,0,0,0,0,2,4,0,2389.45,972.9968,38.3462,14.0632,2947.986,127.476,4.7449,74.5824,33.8441,159
15,1,5/10/2022,2,m1,9:19:00 AM,1,1,0,0,0,0,1,4,0,335.4,241.81,8.207,2.9319,288.762,32.6479,1.372,25.6262,8.618401,7.2
15,1,5/10/2022,2,m2,5:07:00 PM,5,1,0,0,0,0,2,4,0,1405.34,1366.76,51.0621,22.1496,3466.044,174.8982,6.853,80.9075,54.6386,46
15,1,5/11/2022,3,m1,8:34:00 AM,1,1,0,0,0,0,1,4,0,393.4,396.09,10.1383,3.3368,572.962,61.3116,2.938,28.9149,13.7514,7.2
15,1,5/11/2022,3,m2,1:26:00 PM,3,1,0,0,0,0,1,4,0,970.6,746.39,16.9728,6.3512,1791.554,115.3146,13.807,48.4389,36.3221,35.1
15,1,5/11/2022,3,m3,7:29:00 PM,5,1,0,0,0,0,1,4,0,637.6,652.312,26.9796,9.0672,2241.288,80.3914,7.4816,34.0597,21.9596,42.1
16,1,4/5/2022,2,m2,12:39:00 AM,6,4,1,3,0,0,3,3,4,667,1598.806,113.414,42.0061,1989.946,74.9487,8.4423,10.4218,71.1182,56
16,1,4/5/2022,2,m1,5:30:00 PM,5,2,2,3,0,0,1,4,5,182,94.64,0.3094,0.051,1.82,25.1342,4.368,18.9098,0.4732,2
16,1,4/6/2022,1,m1,5:03:00 PM,3,5,3,2,3,0,1,3,7,476,227.01,1.3568,0.0557,216.56,49.1342,4.868,19.4098,4.7576,2
16,1,4/7/2022,2,m1,11:20:00 AM,1,4,0,0,0,0,1,4,9,342,279.57,1.4334,0.3827,447.84,54.999,1.68,8.8515,11.3724,0
